id,avgSimilarityPostTitle
858462320779026433,0.014435069171147825
858421020331560960,0.0
858368123753435136,0.0
858323428260139008,0.0
858283602626347008,0.019101331751361226
858224473597779969,0.021951864392463372
858222698367000577,0.025861106652207512
858191667739987968,0.04066089155671536
858153572571197440,0.006481016794693087
858150052782645249,0.04140461410073091
858137811039465472,0.04821397052019914
858070460814184448,0.07630829736685625
858048368974733312,0.015647608682719052
858033553468252160,0.034036332243991156
858025529429065729,0.042997138320269385
857977494275846144,0.02704988974447272
857970008269496320,1.5588336601055494e-301
857924202548088832,0.026949250886016813
857902233232527360,0.05762418320338405
857883874663120898,0.05091125361245735
857818691471380481,0.02293008999935229
857681004047347713,0.0463818837003045
857659646663962625,0.06303705731957752
857647139127558144,0.018741498856950683
857588031318110208,0.051017103066417976
857587134491893761,0.00565198459359183
857543708828467200,0.024630465301251656
857542383784919040,0.04666158753790498
857497306077302785,0.03991406929907797
857478939240955904,0.1090239934719034
857417141758435328,0.07561509896148991
857416784953188352,0.06967877623801054
857403369601761281,0.0
857402097976963075,0.11591996858432592
857366516186173440,0.020436076756400214
857320960063655936,0.025285438231520692
857308307165466625,0.039372220308743544
857297814954659845,0.0710560383176856
857258494491332609,0.0
857258494168367104,0.013326113205408415
857251677904228352,0.016480128016205593
857247620938559491,1.0392224400703663e-301
857139702989824003,0.014485175142400435
857068231936364544,0.0
857046844819558400,0.11582330695896699
856986260447125505,0.0
856946762598277120,0.028346154328457843
856942406339637249,0.023080913063783175
856934629001056256,0.04802286733702118
856928814936588289,0.033130386049641525
856877249412378624,0.025035739961758306
856780134199775232,0.06262231638405567
856752936017416192,0.05944793329223653
856693259988611072,0.01832138806730738
856692779883388928,0.08332899267766747
856681188328603650,0.017279398203272057
856664601269850112,0.026116755557959774
856621318791462912,0.010292957059019345
856562464070094848,0.02316411407616444
856492941795237888,0.07470367290618701
856474402157887488,0.024688590932063364
856458143248908288,0.006352136904413759
856425253240786944,0.022153171536013795
856369615852756994,0.048482891285649754
856354300582297600,0.0262256879181529
856311741474590720,0.0973761363471283
856286072996864001,6.31613985411644e-301
856232580991025153,0.0
