id,normalized_stopwords_count,positive_sentiment_score,negative_sentiment_score,polarity_score,normalized_shortenings_count,normalized_slang_count
858462320779026433,0.21428571428571427,0.15,0.486,0.636,0.0,0.0
858421020331560960,0.6666666666666666,0.592,0.0,0.5920000000000001,0.0,0.0
858368123753435136,0.2222222222222222,0.0,0.227,0.22699999999999998,0.0,0.0
858323428260139008,0.3333333333333333,0.428,0.0,0.42800000000000005,0.0,0.0
858283602626347008,0.29411764705882354,0.0,0.296,0.29600000000000004,0.0,0.0
858224473597779969,0.16666666666666666,0.0,0.419,0.41900000000000004,0.0,0.0
858222698367000577,0.23076923076923078,0.0,0.0,0.0,0.0,0.0
858191667739987968,0.35294117647058826,0.209,0.0,0.20899999999999996,0.0,0.0
858153572571197440,0.375,0.185,0.334,0.519,0.07692307692307693,0.0
858150052782645249,0.1111111111111111,0.0,0.521,0.521,0.0,0.0
858137811039465472,0.3,0.429,0.0,0.42900000000000005,0.0,0.0
858070460814184448,0.3888888888888889,0.0,0.0,0.0,0.0,0.0625
858048368974733312,0.391304347826087,0.104,0.119,0.22299999999999998,0.0,0.0
858033553468252160,0.375,0.0,0.136,0.136,0.0,0.0
858025529429065729,0.22727272727272727,0.125,0.272,0.397,0.05555555555555555,0.0
857977494275846144,0.16666666666666666,0.318,0.0,0.31799999999999995,0.0,0.18181818181818182
857970008269496320,0.13333333333333333,0.141,0.0,0.14100000000000001,0.0,0.0
857924202548088832,0.21428571428571427,0.0,0.189,0.18899999999999995,0.0,0.0
857902233232527360,0.13333333333333333,0.0,0.0,0.0,0.0,0.0
857883874663120898,0.2727272727272727,0.0,0.0,0.0,0.0,0.0
857818691471380481,0.34782608695652173,0.167,0.0,0.16700000000000004,0.0,0.0
857681004047347713,0.4117647058823529,0.128,0.0,0.128,0.0,0.058823529411764705
857659646663962625,0.2631578947368421,0.0,0.0,0.0,0.0,0.0
857647139127558144,0.42857142857142855,0.247,0.0,0.247,0.0,0.0
857588031318110208,0.21428571428571427,0.13,0.0,0.13,0.0,0.0
857587134491893761,0.14285714285714285,0.294,0.216,0.51,0.0,0.0
857543708828467200,0.29411764705882354,0.0,0.0,0.0,0.06666666666666667,0.0
857542383784919040,0.0,0.0,0.0,0.0,0.0,0.16666666666666666
857497306077302785,0.3333333333333333,0.123,0.304,0.42700000000000005,0.0,0.0
857478939240955904,0.35714285714285715,0.2,0.219,0.41900000000000004,0.0,0.0
857417141758435328,0.14285714285714285,0.0,0.0,0.0,0.0,0.0
857416784953188352,0.2857142857142857,0.0,0.167,0.16700000000000004,0.0,0.0
857403369601761281,0.13333333333333333,0.0,0.0,0.0,0.1111111111111111,0.0
857402097976963075,0.391304347826087,0.0,0.523,0.523,0.0,0.0
857366516186173440,0.15384615384615385,0.0,0.379,0.379,0.0,0.0
857320960063655936,0.2727272727272727,0.153,0.274,0.42700000000000005,0.0,0.0
857308307165466625,0.3125,0.0,0.0,0.0,0.0,0.0
857297814954659845,0.0,0.0,0.0,0.0,0.0,0.0
857258494491332609,0.0,0.0,0.0,0.0,0.0,0.0
857258494168367104,0.4375,0.0,0.113,0.11299999999999999,0.0,0.0
857251677904228352,0.3333333333333333,0.0,0.0,0.0,0.0625,0.0
857247620938559491,0.0,0.524,0.0,0.524,0.0,0.0
857139702989824003,0.44,0.0,0.0,0.0,0.0,0.0
857068231936364544,0.0,0.0,0.0,0.0,0.5,0.0
857046844819558400,0.4666666666666667,0.0,0.308,0.30800000000000005,0.0,0.0
856986260447125505,0.4,0.0,0.0,0.0,0.0,0.0
856946762598277120,0.25,0.0,0.22,0.21999999999999997,0.0,0.0
856942406339637249,0.2222222222222222,0.0,0.22,0.21999999999999997,0.0,0.0
856934629001056256,0.4,0.205,0.0,0.20499999999999996,0.0,0.0
