id,pos_feat_LS,pos_feat_TO,pos_feat_VBN,pos_feat_'',pos_feat_WP,pos_feat_UH,pos_feat_VBG,pos_feat_JJ,pos_feat_VBZ,pos_feat_--,pos_feat_VBP,pos_feat_NN,pos_feat_DT,pos_feat_PRP,pos_feat_:,pos_feat_WP$,pos_feat_NNPS,pos_feat_PRP$,pos_feat_WDT,pos_feat_(,pos_feat_),pos_feat_.,"pos_feat_,",pos_feat_``,pos_feat_$,pos_feat_RB,pos_feat_RBR,pos_feat_RBS,pos_feat_VBD,pos_feat_IN,pos_feat_FW,pos_feat_RP,pos_feat_JJR,pos_feat_JJS,pos_feat_PDT,pos_feat_MD,pos_feat_VB,pos_feat_WRB,pos_feat_NNP,pos_feat_EX,pos_feat_NNS,pos_feat_SYM,pos_feat_CC,pos_feat_CD,pos_feat_POS
608310377143799810,0,0,0.0,6.25,0,0,6.25,0.0,0.0,0,0.0,25.0,6.25,0.0,0.0,0,0,6.25,0.0,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,6.25,6.25,0.0,6.25,0,6.25,0,0.0,12.5,12.5
609297109095972864,0,0,0.0,9.523809523809524,0,0,9.523809523809524,0.0,0.0,0,4.761904761904762,23.80952380952381,0.0,0.0,9.523809523809524,0,0,4.761904761904762,0.0,0,0,0.0,4.761904761904762,0,0,4.761904761904762,0,0,0.0,0.0,0,4.761904761904762,0,4.761904761904762,0,0.0,9.523809523809524,0.0,0.0,0,9.523809523809524,0,0.0,0.0,0.0
609504474621612032,0,0,0.0,0.0,0,0,6.666666666666667,6.666666666666667,0.0,0,0.0,26.666666666666668,0.0,0.0,0.0,0,0,0.0,0.0,0,0,6.666666666666667,6.666666666666667,0,0,0.0,0,0,0.0,6.666666666666667,0,0.0,0,0.0,0,6.666666666666667,6.666666666666667,0.0,13.333333333333334,0,13.333333333333334,0,0.0,0.0,0.0
609748367049105409,0,0,0.0,0.0,0,0,0.0,18.181818181818183,0.0,0,0.0,9.090909090909092,9.090909090909092,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0,9.090909090909092,18.181818181818183,0,0.0,0,0.0,0,0.0,0.0,9.090909090909092,18.181818181818183,0,9.090909090909092,0,0.0,0.0,0.0
608688782821453825,0,0,0.0,0.0,0,0,11.11111111111111,5.555555555555555,5.555555555555555,0,0.0,16.666666666666668,0.0,0.0,5.555555555555555,0,0,11.11111111111111,0.0,0,0,5.555555555555555,0.0,0,0,5.555555555555555,0,0,0.0,5.555555555555555,0,0.0,0,0.0,0,5.555555555555555,11.11111111111111,0.0,0.0,0,5.555555555555555,0,0.0,5.555555555555555,0.0
609551038983475201,0,0,8.333333333333334,0.0,0,0,0.0,16.666666666666668,0.0,0,0.0,8.333333333333334,0.0,0.0,0.0,0,0,0.0,8.333333333333334,0,0,0.0,0.0,0,0,8.333333333333334,0,0,8.333333333333334,8.333333333333334,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,16.666666666666668,0,0.0,16.666666666666668,0.0
609447408955719681,0,0,0.0,0.0,0,0,11.11111111111111,11.11111111111111,11.11111111111111,0,0.0,16.666666666666668,5.555555555555555,5.555555555555555,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,5.555555555555555,0,0,0.0,5.555555555555555,0,0.0,0,0.0,0,0.0,5.555555555555555,0.0,11.11111111111111,0,0.0,0,5.555555555555555,5.555555555555555,0.0
609027430624288769,0,0,0.0,0.0,0,0,8.333333333333334,16.666666666666668,0.0,0,0.0,16.666666666666668,0.0,0.0,0.0,0,0,0.0,0.0,0,0,8.333333333333334,0.0,0,0,0.0,0,0,0.0,25.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,16.666666666666668,0,0.0,8.333333333333334,0.0
608229011572068352,0,0,0.0,0.0,0,0,0.0,11.11111111111111,5.555555555555555,0,0.0,33.333333333333336,11.11111111111111,0.0,5.555555555555555,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0,0.0,11.11111111111111,0,0.0,0,0.0,0,0.0,0.0,0.0,11.11111111111111,0,5.555555555555555,0,0.0,5.555555555555555,0.0
609046214554755073,0,0,0.0,0.0,0,0,0.0,11.764705882352942,5.882352941176471,0,0.0,23.529411764705884,0.0,0.0,0.0,0,0,0.0,0.0,0,0,5.882352941176471,5.882352941176471,0,0,0.0,0,0,0.0,11.764705882352942,0,0.0,0,0.0,0,0.0,0.0,0.0,17.647058823529413,0,5.882352941176471,0,0.0,5.882352941176471,0.0
