id,pos_feat_LS,pos_feat_TO,pos_feat_VBN,pos_feat_'',pos_feat_WP,pos_feat_UH,pos_feat_VBG,pos_feat_JJ,pos_feat_VBZ,pos_feat_--,pos_feat_VBP,pos_feat_NN,pos_feat_DT,pos_feat_PRP,pos_feat_:,pos_feat_WP$,pos_feat_NNPS,pos_feat_PRP$,pos_feat_WDT,pos_feat_(,pos_feat_),pos_feat_.,"pos_feat_,",pos_feat_``,pos_feat_$,pos_feat_RB,pos_feat_RBR,pos_feat_RBS,pos_feat_VBD,pos_feat_IN,pos_feat_FW,pos_feat_RP,pos_feat_JJR,pos_feat_JJS,pos_feat_PDT,pos_feat_MD,pos_feat_VB,pos_feat_WRB,pos_feat_NNP,pos_feat_EX,pos_feat_NNS,pos_feat_SYM,pos_feat_CC,pos_feat_CD,pos_feat_POS
608310377143799810,0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,5.0,0,0.0,25.0,5.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,5.0
609297109095972864,0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,12.5,0.0
609504474621612032,0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0
609748367049105409,0,0.0,0.0,0.0,0.0,0.0,0.0,18.181818181818183,0.0,0,0.0,9.090909090909092,9.090909090909092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.090909090909092,18.181818181818183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.090909090909092,18.181818181818183,0.0,9.090909090909092,0.0,0.0,0.0,0.0
608688782821453825,0,0.0,0.0,0.0,0.0,0.0,16.666666666666668,0.0,0.0,0,0.0,33.333333333333336,0.0,0.0,0.0,0.0,0.0,16.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666668,0.0,0.0,0.0,0.0
609551038983475201,0,0.0,8.333333333333334,0.0,0.0,0.0,0.0,16.666666666666668,0.0,0,0.0,8.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333333334,0.0,0.0,8.333333333333334,8.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666668,0.0,0.0,16.666666666666668,0.0
609447408955719681,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,23.076923076923077,0.0,0.0,7.6923076923076925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6923076923076925,0.0,0.0,0.0,0.0,38.46153846153846,0.0,7.6923076923076925,0.0,0.0,0.0,0.0
609027430624288769,0,0.0,0.0,0.0,0.0,0.0,9.090909090909092,18.181818181818183,0.0,0,0.0,18.181818181818183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.181818181818183,0.0,0.0,9.090909090909092,0.0
608229011572068352,0,0.0,0.0,0.0,0.0,0.0,0.0,15.384615384615385,7.6923076923076925,0,0.0,23.076923076923077,15.384615384615385,0.0,7.6923076923076925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6923076923076925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6923076923076925,7.6923076923076925,0.0,7.6923076923076925,0.0
609046214554755073,0,0.0,0.0,0.0,0.0,0.0,0.0,13.333333333333334,6.666666666666667,0,0.0,26.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,13.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,6.666666666666667,0.0,0.0,6.666666666666667,0.0
609738211183751168,0,0.0,0.0,0.0,0.0,0.0,0.0,27.272727272727273,0.0,0,9.090909090909092,18.181818181818183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.090909090909092,0.0,0.0,0.0,0.0,0.0,0.0,9.090909090909092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.272727272727273,0.0,0.0,0.0,0.0
609762671554990080,0,0.0,0.0,0.0,0.0,0.0,0.0,15.384615384615385,7.6923076923076925,0,7.6923076923076925,7.6923076923076925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6923076923076925,0.0,0.0,15.384615384615385,0.0,0.0,0.0,7.6923076923076925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6923076923076925,0.0,7.6923076923076925,0.0,0.0,15.384615384615385,0.0
